headerdatestamp|headeridentifier|headersetSpec|metadata.mods.abstract.0|metadata.mods.abstract.1|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.identifier.0#text|metadata.mods.identifier.0@type|metadata.mods.identifier.1#text|metadata.mods.identifier.1@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.roleroleTerm|metadata.mods.namenamePart|metadata.mods.note#text|metadata.mods.note@displayLabel|metadata.mods.recordInfo.recordContentSource#text|metadata.mods.recordInfo.recordContentSource@authority|metadata.mods.recordInfo.recordContentSource@valueURI|metadata.mods.recordInforecordContentSource|metadata.mods.relatedItem.titleInfotitle|metadata.mods.relatedItem@displayLabel|metadata.mods.relatedItem@type|metadata.mods.subject.0topic|metadata.mods.subject.1topic|metadata.mods.subject.2topic|metadata.mods.subject.3topic|metadata.mods.subject.4topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modstypeOfResource
2019-06-11T02:01:29Z|thompson_368|thompson|The Great Smoky Mountains National Park|From McClung Des: This picture, made from Myrtle Point on Mt. LeConte, is considered one of the most typical views of the Great Smoky Mountains National Park that has been made. It shows the ruggedness, the forest-clad features, and also the elements at play. The knife-like ridges of the Greenbrier wilderness area are seen, with Mt. Guyot, Mt. Chapman, and other peaks along the state line under the drifting clouds. When clouds hang low over the Great Smokies, with a low temperature, dazzling hoar frost will almost always form on the trees and vegetation, sometimes an inch or so thick. Hoar frost is shown here on the nearby trees|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000446_0001|local|thompson:368|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A368|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A368/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Myrtle Point|Mount LeConte|See metadata in McClung Coll: http://cmdc.knoxlib.org/cdm/singleitem/collection/p15136coll2/id/119/rec/3|    |    |    |Frost & Clouds|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_390|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000469_0001|local|thompson:390|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A390|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A390/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Waterfalls|Abrams Falls|    |    |    |    |Abrams Falls|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Abrams Falls on Abrams Creek|still image
2019-06-11T02:01:29Z|thompson_281|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000338_0001|local|thompson:281|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A281|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A281/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Grassy balds|Andrews Bald|    |    |    |    |Andrew's Bald|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_70|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000269_0001|local|thompson:70|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A70|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A70/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Waterfalls|Rainbow Falls|Mount Le Conte|    |    |    |Rainbow Falls|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Rainbow Falls on Le Conte|still image
2019-06-11T02:01:29Z|thompson_395|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000475_0001|local|thompson:395|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A395|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A395/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|    |    |    |    |    |Bodies of water|Lake Santeetlah|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_67|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000266_0001|local|thompson:67|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A67|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A67/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Waterfalls|Mill Creek|Mount Le Conte|Le Conte Creek|    |    |Mill Creek, December 1925|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|La Conte Creek|still image
2019-06-11T02:01:29Z|thompson_294|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000354_0001|local|thompson:294|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A294|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A294/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Hand-colored photographs|Flowering plants|Phacelia|    |    |    |Phacelia Beds|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_209|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000262_0001|local|thompson:209|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A209|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A209/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Flora|Flowering plants|    |    |    |    |A beautiful view of the peaks in the Great Smoky Mountains National Park|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_89|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000288_0001|local|thompson:89|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A89|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A89/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Gristmills|Le Conte Creek|    |    |    |    |Primitive Grist, or Tub Mill, Le Conte Creek|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"When the Great Smoky Mountains National Park was established, there were a score of Mill Creeks within the park's boundaries. The name ""Mill"" was applied to these streams because grist mills had been built on those streams in the pioneer days. In the foothills most of the mills used the picturesque over-shot water wheels. But, back up nearer the headwaters of the streams the mills were smaller and were powered by the home-made vertical turbines. In these, fan-like blades were carved from the same piece of wood that was used for the vertical shaft. The capacity of such mills was quite small; about a bushel, or a tub full. Hence, the name ""tub"" mill. Note the man carrying his ""turn"" of corn, just left of the tiny mills."|still image
2019-06-11T02:01:29Z|thompson_151|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001494_000201_0058|local|thompson:151|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A151|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A151/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Flora|Ferns|    |    |    |    |Mountain Ferns|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Tall Mountain Ferns in the Great Smokies|still image
2019-06-11T02:01:29Z|thompson_55|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000254_0001|local|thompson:55|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A55|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A55/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|    |    |    |    |    |Alum Cave|Alum Cave|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_184|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0023_000060_000237_0001|local|thompson:184|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A184|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A184/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|To use photographs or to order reproductions which belong to the McClung Historical Collection, contact DigitalCollections@knoxlib.org or phone 865 215-8808. Please refer to Image Number and provide a brief description of the photograph|use and reproduction|    |    |    |McClung Historical Collection|Thompson Brothers Commercial Photographers|project|host|Waterfalls|Rainbow Falls|Le Conte Creek|    |    |    |Rainbow Falls|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Le Conte Creek|still image
2019-06-11T02:01:29Z|thompson_71|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000270_0001|local|thompson:71|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A71|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A71/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Waterfalls|Rainbow Falls|    |    |    |    |Rainbow Falls, December 1925|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_28|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000227_0001|local|thompson:28|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A28|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A28/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Indian Gap|Smoky Mountains Hiking Club|    |    |    |    |Breakfast on the road to Indian Gap, 1925|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-06-11T02:01:29Z|thompson_108|thompson|    |    |In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_001011_000308_0001|local|thompson:108|pid|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A108|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/thompson%3A108/datastream/TN/view|preview|    |Thompson Brothers Commercial Photographers, 1920-1940|    |    |    |    |    |University of Tennessee, Knoxville. Libraries|Thompson Brothers Commercial Photographers|project|host|Cabins|Structures|    |    |    |    |Typical Mountain Cabin|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Throughout the coves and valleys of the Great Smokies there are hundreds of primitive cabins of which this one is typical.  The little building to the left is known as the ""smokehouse"".  It is where the year's supply of pork is cured and stored."|still image
